id,word
731,deli
731,&
731,mart
731,miceli's
732,el
732,campeon
733,old
733,nookies
733,town
734,boeufhaus
735,quesabirria
735,tacos
735,jalisco
736,cafe
736,tropicuba
737,cafe
737,tropicuba
738,comales
738,taqueria
738,3
738,los
739,campbell's
739,jerk
740,sushi
740,komorebi
741,bub's
741,place
742,melatte
742,shop
742,coffee
743,o'shaughnessy's
743,public
743,house
744,ben's
744,noodles
744,and
744,rice
745,sai
745,cafe
746,beatrix
747,walk
747,chicago
747,in
747,the
748,kitchen
748,vegan
748,friends'
748,alice
748,&
749,fournette
749,la
750,beach
750,63rd
750,st
751,and
751,tuco
751,blondie
752,willow
752,room
753,canton
753,taste
753,of
754,feliz
754,pollo
755,n-joy
755,chop
755,suey
756,restaurant
756,ponce
757,pita
757,baba
758,park
758,pet
758,shop
759,lagartija
759,la
759,taqueria
760,handlebar
761,tropical
761,jamaican
761,cafe
762,thai
762,golden
763,palace
763,jamaican
763,jerk
764,phlour
764,bakery
764,&
764,cafe
765,pizza
765,conte's
766,restaurant
766,friendship
766,chinese
767,sandwich
767,genuine
767,jt’s
767,shop
768,ochoa
768,taqueria
768,mi
769,arepa
769,george
770,stop
770,pit
770,chicago
770,bbq
771,food
771,4
771,less
772,pizza
772,the
772,milly’s
772,pan
772,in
773,room
773,boiler
773,the
774,rosa's
774,tamales
775,peri-peri
775,nando's
776,tablas
776,las
777,fish
777,market
777,lawrence
778,patio
778,zoe's
779,la
779,michoacana
780,restaurant
780,starlight
781,morton
781,park
781,west
782,toro
782,del
783,burrito
783,tony's
783,mex
784,santa
784,inez
784,panaderia
785,restaurant
785,la
785,amistad
786,sakura
787,eggsperience
788,house
788,wah
788,sun
788,of
789,monkey's
789,paw
789,the
790,station
790,up
790,fill
791,ristorante
791,volare
791,italiano
792,galvin's
792,public
792,house
793,75
793,cafe
794,amerikas
795,restaurant
795,orange
795,garden
795,chinese
796,bar
796,simone's
797,foundation
797,pullman
797,historic
798,bar
798,corner
798,the
799,dib
800,iris
800,arco
800,paleteria
801,park
801,kosciuszko
802,po
802,jung
802,ban
803,kong
803,house
803,hong
804,volpe
804,coda
804,di
805,restaurant
805,bar
805,dolo
805,and
806,rebe
806,tamales
807,taipei
807,cafe
808,point
808,shrimp
808,harbour
808,house
809,avenida
809,peru
810,el
810,guanaco
811,blossom
811,the
811,cafe
812,brews
812,&
812,"books,"
812,blarney
812,kibbitznest
813,nuevo
813,creperia
813,leon
814,amarind's
815,kurimu
816,kāl'ish
817,sake
817,rise
817,&
817,lounge
817,sushi
818,toreado
818,chile
819,polish
819,paczki
819,cafe
820,pond
820,north
821,louie
821,bar
821,o'hare
821,-
822,keith's
823,bagelers
823,the
823,coffeehouse
824,pub
824,roscoe
824,village
825,top
825,burgers
825,beef
825,notch
826,la
826,bomba
827,marq
827,the
828,s.k.y.
829,rice
829,sticky
830,shop
830,sandwich
830,capriotti's
831,square
831,logan
831,paulie
831,gee's
832,pizza
832,atino's
833,burke's
833,public
833,house
834,original
834,the
834,house
834,pancake
835,chop
835,mr
835,ging
835,suey
836,pizza
836,scatchell's
836,&
836,beef
837,kyōten
838,bakery
838,&
838,millhouse
838,baker
838,miller
839,smoque
839,bbq
840,kitchen
